1476786,43.013425,-81.2768629
1476794,42.9923696,-81.2742454
1476933,42.983249,-81.2848146
1477049,43.0104333,-81.2735103
1477050,43.0104333,-81.2735103
1477051,43.0104333,-81.2735103
1477093,43.0180602,-81.281657
1477110,42.9861887,-81.2970252
1477119,42.9503241,-81.2864436
1477553,43.013425,-81.2768629
1477750,43.0118888,-81.2575926
1477878,43.0139866,-81.2799819
1477917,43.0110053,-81.2633623
1478018,42.9867106,-81.296152
1478019,42.9903007,-81.2601716
1478243,43.0067272,-81.2754579
1478496,43.0102197,-81.2728275
1478524,43.0067272,-81.2754579
1478619,42.9852305,-81.2879605
1478709,42.9898962,-81.2902937
1478785,43.013425,-81.2768629
1478986,43.0116889,-81.2640849
1479033,42.9833202,-81.2851181
1479087,42.9877201,-81.2985636
1479186,43.0166456,-81.2446638
1479326,43.0118888,-81.2575926
1479328,43.0009602,-81.2789981
1479342,42.9809373,-81.2847458
1479356,43.0087237,-81.2692954
1479370,42.9286242,-81.2192859
1479396,43.0097912,-81.2751708
1479464,43.0000456,-81.2763501
1479968,43.0116889,-81.2640849
1480341,43.013425,-81.2768629
1480816,42.9898962,-81.2902937
1480839,43.0118888,-81.2575926
1480897,42.9792104,-81.2464449
1480974,42.9867106,-81.296152
1481120,43.0067272,-81.2754579
1481192,42.9809373,-81.2847458
1481224,43.0298916,-81.2758499
1481226,42.9859551,-81.2938047
1481272,43.0000456,-81.2763501
1481331,43.0118888,-81.2575926
1481346,42.9872875,-81.3111222
1481438,42.996303,-81.2375728
1481573,43.0097912,-81.2751708
1481574,42.9833366,-81.2837
1481580,43.0190116,-81.3224629
1481644,42.9833366,-81.2837
1481725,42.9833366,-81.2837
1481767,43.0110172,-81.2554388
1481852,42.9877479,-81.2991174
1481907,42.9852305,-81.2879605
1482079,42.9923696,-81.2742454
1482084,42.9833202,-81.2851181
1482101,42.9999241,-81.276339
1482315,43.0213202,-81.2553793
1482339,42.9922463,-81.2583106
1482342,42.9829258,-81.26269
1482373,43.0118888,-81.2575926
1482511,43.0118888,-81.2575926
1482525,43.0044328,-81.30913
1482605,43.013425,-81.2768629
1482649,42.9836255,-81.2827215
1482688,42.9914201,-81.2799238
1482723,42.9923696,-81.2742454
1482768,43.0012608,-81.2764515
1483006,42.992059,-81.2773032
1483034,43.0213202,-81.2553793
1483053,43.0214375,-81.3114688
1483139,43.0118888,-81.2575926
1483140,42.9861887,-81.2970252
1483218,43.0118888,-81.2575926
1483264,43.0135024,-81.2660413
1483441,42.9833202,-81.2851181
1483448,43.0298916,-81.2758499
1483483,43.036079,-81.2555051
1483699,43.0118888,-81.2575926
1483738,43.0080431,-81.273763
1483788,43.0067272,-81.2754579
1483809,42.9833366,-81.2837
1483847,42.9833366,-81.2837
1483851,42.9844177,-81.2804428
1483862,43.020143,-81.2372548
1483964,43.003616,-81.3083285
1484063,42.9842733,-81.2911303
1484111,43.0196878,-81.2758883
1484168,43.0118888,-81.2575926
1484270,43.0133733,-81.276881
1484298,43.0118888,-81.2575926
1484317,42.9830634,-81.2835525
1484341,42.9936485,-81.2958727
1484347,42.9999241,-81.276339
1484553,43.0116889,-81.2640849
1484564,42.9861887,-81.2970252
1484624,42.988667,-81.226877
1484639,43.0118888,-81.2575926
1484705,42.9844846,-81.2930547
1484722,43.054483,-81.2498313
